user,first_social_sign,number_of_swaps,swaps_category,swapped_before_social,number_stake_actions,current_stake_raw,current_stake,stake_category,staked_before_social,defi_category
olamilekan546.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rao916.near,2023-03-08 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
5aa2eb092f970f2caa13773107bbf73dad856234f77bd77c7116b46125fa26e7,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
soul070.near,2023-03-02 00:00:00.000,326,+50 SWAPS,YES,5,6.0,6.0,0-100 STAKED,YES,DEFI MASTER
cizi31.near,2023-02-14 00:00:00.000,4,1-10 SWAPS,YES,20,3434.194664066,3434.194664066,+100 STAKED,YES,DEFI MASTER
makemoneyyy.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
metamorphos.near,2022-11-03 00:00:00.000,2,1-10 SWAPS,NO,4,-0.005218037369,0.0,NO STAKE,YES,DEFI MASTER
who_am.near,2023-02-16 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
buynoo.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dinhquang1368.near,2022-11-03 00:00:00.000,21,11-50 SWAPS,YES,5,39.5,39.5,0-100 STAKED,YES,DEFI MASTER
touqeer.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bachchuireen.near,2023-03-04 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
b5a1524d90d3834ff2e77f70f41863d1fa92dda6d99fb052de4d36fa21829471,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shishir786.near,2023-03-02 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
iyonger.near,2022-02-21 00:00:00.000,23,11-50 SWAPS,YES,1,1.0,1.0,0-100 STAKED,NO,DEFI MASTER
maykho.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
pupa.near,2023-02-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
89bbae64a2d79e4aca8ba1ec08da20271dec858c3a4129ea4a86289e65f3bce7,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
c4d24dbb02ea78a99b4274d7a3988d9729d8aa390304772ba690b0893e6810c3,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
herdao.near,2023-01-31 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rahul629566.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
asukabeh.near,2022-12-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jeffb.near,2022-12-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,13,2734.277748721,2734.277748721,+100 STAKED,YES,ONLY STAKED
infobus4668.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
minhnbk.near,2023-03-05 00:00:00.000,10,1-10 SWAPS,YES,2,-0.03822225128,0.0,NO STAKE,YES,DEFI MASTER
nqd2003.near,2022-12-13 00:00:00.000,48,11-50 SWAPS,YES,8,-0.1365376597,0.0,NO STAKE,YES,DEFI MASTER
petersalomonsen.near,2022-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,6,588.219424049,588.219424049,+100 STAKED,YES,ONLY STAKED
0e505e858280c264854ed1e449f7ed67b70eb1af209fce10e1cd346a380788fe,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
36d0b3f3272e2eec09a6b520b80473a73eae0ad68dc6e2b409c755f86d97aaa1,2023-03-05 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
c0bc58c4b622b42ce3f95739b5c2ea6e0167d27e2cdf0dd05ec6837b6f13da65,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
5d39b47bdabd9265bd25ab7e77785fe6dded3809eba2add9fc30fda882dc5925,2022-10-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
eleonoregraf.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
meraj019.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
rayhan15.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
menecer89.near,2023-02-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
brightolomi2.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
abusayed.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
eva22511.near,2022-11-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
elektromania.near,2022-10-06 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
32c298759f37a070bce4eaa0602c0e961682f2ec5c0a17d86d3b8dc2120be286,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b8bdc041770a771af4f01a41525d397179cb8b021a2943e9779190d0fe6f1e19,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cameron_banyan.near,2023-01-16 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
68207f3e2648458577ff98256f15fbaa03527296b3765d66ad07d6b704b5d55d,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cuocdoi123.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
phamnguyendiemphuong.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
herewallet.near,2023-02-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
barbakeny.near,2023-03-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cd3ad8c4a232ecaf61c9e66abc5b3766d65c21247a7f00c001278ba0cf683e52,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
saramovik76.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
bossman10.near,2023-03-05 00:00:00.000,13,11-50 SWAPS,YES,1,1.0,1.0,0-100 STAKED,YES,DEFI MASTER
vikram52.near,2023-03-05 00:00:00.000,7,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ciocan.near,2022-06-12 00:00:00.000,50,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
utnocathoyl.near,2023-02-08 00:00:00.000,14,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
d2dd1f5ece4d45887453e29dc19165d60fcc8bf717668ec0aa58de4fdf8d9ce5,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
gayporn.near,2022-10-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sekumpul.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
zomia.near,2023-02-09 00:00:00.000,24,11-50 SWAPS,YES,1,2.0,2.0,0-100 STAKED,YES,DEFI MASTER
xlxoxu28.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,4,-0.008439129643,0.0,NO STAKE,YES,DEFI MASTER
mrpox.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ashikur160.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
corwin-hot.near,2022-12-07 00:00:00.000,2,1-10 SWAPS,YES,2,0.4001707683,0.4001707683,0-100 STAKED,YES,DEFI MASTER
7b056e59d21ee820c865ce6361dab5d52f4cedf9c2551561c69a2bfb9acbc65d,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jdanne.near,2022-12-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.8064721619,0.0,NO STAKE,YES,ONLY STAKED
wuipod.near,2022-12-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
fernanda18.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
8dd6750987849395eabe0c0e5bcca2ffc5369f0014bf8e074a70bd18c20b0e65,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lahubs.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rayyanza.near,2023-03-06 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
anggel.near,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sssxxxzzz.near,2022-11-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tvv22.near,2022-11-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
martim.near,2022-11-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
symfamous1.near,2023-03-04 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
deniscalimero.near,2022-12-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dgorton.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
e657870f99dde64eef2fc20a4b72389c531842760ac5aa6310069ba458964efc,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ftvhuvybbt.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
gadillac.near,2022-12-30 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
1807b8962291060750e854f6819f68053bfa16b0e608ebf064fbcc2a37278336,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rozetka_ua.near,2022-10-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
308b3e159de3440092dacb12ff7322bab352460cdc4272b49017d0dd866d646f,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tjtc.near,2022-03-17 00:00:00.000,1,1-10 SWAPS,YES,11,-76.783779214,0.0,NO STAKE,YES,DEFI MASTER
regal6565.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.01,0.01,0-100 STAKED,YES,ONLY STAKED
procion.near,2023-02-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,7,5.6,5.6,0-100 STAKED,YES,ONLY STAKED
mdrayhan.near,2023-03-04 00:00:00.000,13,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
champane.near,2023-01-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sparkycollier.near,2023-03-07 00:00:00.000,10,1-10 SWAPS,YES,1,600.0,600.0,+100 STAKED,YES,DEFI MASTER
marshdarn.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
prattism.near,2022-11-26 00:00:00.000,1,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
76ac3b142e858024e69a402a4d3febab89077bb3b8a3ffc921d7175f93e89691,2023-03-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
odettes.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cryptolex.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mdarman.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
58b86294ef7a42e103a3525f317ffdfa4918cdb0e19ec981ec78c055b6f5c433,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
arrance.near,2022-11-09 00:00:00.000,1,1-10 SWAPS,YES,2,-0.01232032765,0.0,NO STAKE,NO,DEFI MASTER
5a58e1d922d1d79cb9cab75b7eb1493fd166cdf4e09b64a9a7c4cff7677c0425,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jackie105.near,2023-03-11 00:00:00.000,48,11-50 SWAPS,YES,7,248.0,248.0,+100 STAKED,YES,DEFI MASTER
td26.near,2023-03-05 00:00:00.000,20,11-50 SWAPS,YES,9,69.786895527,69.786895527,0-100 STAKED,YES,DEFI MASTER
huobiglobal.near,2023-03-04 00:00:00.000,20,11-50 SWAPS,YES,1,0.01,0.01,0-100 STAKED,YES,DEFI MASTER
elka4.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
3a26029ddd6a56e3abcaf585a7a292851ac629ffe85a7f1880741d34e1076dda,2023-03-04 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
thy-le.near,2023-03-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
28a944ad13408d15f15a04bb61e2b126a156472064c27df0da6f0cfe5ef29a14,2023-03-08 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
peria.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nguyentrang95.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
skycross.near,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b5ef07bcc6f972c3ce06bd304904106ea1f017e308384bfd422bb884798d15d2,2023-02-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
azerc.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ndemole.near,2023-01-29 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
muhzam.near,2023-03-04 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
shato2021.near,2022-11-10 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
cleocatra.near,2023-02-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nrcnktl.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
285bc919f4c26c5e973588e46bd2d8670984c3ca0708b8290a8899d4765ec8ca,2023-02-19 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
lonelyman.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
645591d2de149068ea79dda2321850f1ccb632445237cdbc0045559a5da6d2d5,2023-02-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
reginaart.near,2022-11-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
marlibobb.near,2023-03-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cf5688015e6e8c9b96f735ca532f8d8998c47ef37a8e6315526f618fb72bf7c3,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
42cb152bc9dcb3825ebbefbcb3f5969f352020cc75aee47ab51e8325ed5aafdc,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
genxartist.near,2022-10-06 00:00:00.000,57,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
bc7d1fd65f43206b25c1b41fb6f2cc19148ba28f3896ab693d43a9b32e0f908e,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
thuyduon.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
locomotive.near,2023-01-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bhanu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vovan88.near,2022-11-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
alove.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
armanansari.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nissaa13.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
expectopatronum.near,2023-02-16 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,9.0,9.0,0-100 STAKED,YES,ONLY STAKED
auroraonelove.near,2022-11-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tammymoreno.near,2023-03-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jushiung.near,2023-03-06 00:00:00.000,1,1-10 SWAPS,YES,2,0.3,0.3,0-100 STAKED,YES,DEFI MASTER
52c712e1cb1e1ee423ac0212e34fcf7b05dec6ddceebf73c28b541b95d56844f,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
chat-bot.near,2023-01-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vickypthk.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
artemjevalaw.near,2023-01-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,5,357.778303224,357.778303224,+100 STAKED,YES,ONLY STAKED
al1famberkah.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
isa01.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
web4society.near,2023-01-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cbde47a09b9d41275c749edf4d7066634140ffc5798abceef6d5d4e8490e3f61,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
7df937acf5393684eefff924b451a412f9a998b2717a1ec223607b7227224fbb,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
h.bo.near,2023-03-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
wantooharjo.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ranjitgautam.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
twhaji.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
f88d7631601f20a288874d9b64157bbad84e009455998d0adf5c14747140acc7,2023-02-18 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
quickwaycrypto.near,2023-01-29 00:00:00.000,48,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
sculptnft.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
flygoa.near,2023-03-05 00:00:00.000,16,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
hirooo.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
blockbites.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
laur.near,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
setyowahyudi77.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hoangtuan639.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rob8t.near,2023-03-05 00:00:00.000,4,1-10 SWAPS,YES,4,-0.05666421258,0.0,NO STAKE,YES,DEFI MASTER
e715d701728b8dac49b7bd360ba3e521affd9f6533ad04a450a617d37e414567,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mc2128.near,2022-12-13 00:00:00.000,34,11-50 SWAPS,YES,9,-0.6404624936,0.0,NO STAKE,YES,DEFI MASTER
580b4296860b44c936de7a2a29b7e2390e5a8d8567712b0c4dd77e11c507b659,2022-10-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
luacan.near,2022-10-11 00:00:00.000,7,1-10 SWAPS,NO,2,11.0,11.0,0-100 STAKED,NO,DEFI MASTER
nissanurul.near,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
nickharrington.near,2022-12-18 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ridoymahmud.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
