user,first_social_sign,number_of_swaps,swaps_category,swapped_before_social,number_stake_actions,current_stake_raw,current_stake,stake_category,staked_before_social,defi_category
a6b1e004302691133e2e4fc3f71bc3e5e8972956e5e7b2a3c3f0b5afb0cf9e39,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
d1b5a3f8c9b65c9abd31da2926935e4a4385eb4a24c0e8d1521c3b2e0700c775,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dd3851d99860177ba5b283fe6ab6c836e614b12fb018977bbfecf7d9902fa926,2022-12-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
auto-social-testing.near,2023-03-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shreyas.near,2022-11-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
valensi.near,2023-03-06 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
iamabaspeter.near,2023-03-02 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
waterreecreation.near,2022-11-02 00:00:00.000,7,1-10 SWAPS,YES,8,66.336547205,66.336547205,0-100 STAKED,YES,DEFI MASTER
alagbe003.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,1,0.4,0.4,0-100 STAKED,YES,DEFI MASTER
jeanrocha.near,2022-11-15 00:00:00.000,55,+50 SWAPS,YES,5,728.136641713,728.136641713,+100 STAKED,YES,DEFI MASTER
halalboy.near,2022-12-04 00:00:00.000,13,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
chiha9.near,2022-12-12 00:00:00.000,1,1-10 SWAPS,YES,3,6.0,6.0,0-100 STAKED,NO,DEFI MASTER
olegfomenko.near,2023-01-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,5,3.440563265,3.440563265,0-100 STAKED,YES,ONLY STAKED
ispytodd.near,2022-02-20 00:00:00.000,9,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
clairsimo.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nunun.near,2022-11-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01330535411,0.0,NO STAKE,NO,ONLY STAKED
naizuki.near,2022-12-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
delta3.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.0121797511,0.0,NO STAKE,NO,ONLY STAKED
voz.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.01,0.01,0-100 STAKED,YES,ONLY STAKED
gusthecruel.near,2023-03-04 00:00:00.000,18,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
1aadfcc9629279dcd5e754a73f0114bf7491fa336e75f11fe57a584a2b346d7e,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
denis-skripnik.near,2023-02-08 00:00:00.000,3,1-10 SWAPS,YES,6,64.863664497,64.863664497,0-100 STAKED,YES,DEFI MASTER
grom25gr.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nikajoy.near,2022-11-15 00:00:00.000,1,1-10 SWAPS,YES,1,15.0,15.0,0-100 STAKED,NO,DEFI MASTER
newkha.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
manarized666.near,2023-03-07 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
kuttush.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
luixo.near,2022-12-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sleeplessmonk.near,2023-02-19 00:00:00.000,12,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
murphy1228.near,2022-12-06 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
lucascasp.near,2023-01-04 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
dmd0.near,2022-12-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
alex-cryptobro.near,2022-12-09 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
cf09336dd31af821254b5c4c67f754c7de65349972d0f00562b51c75a6ac576c,2023-02-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,100.0,100.0,0-100 STAKED,NO,ONLY STAKED
zeroqode-2022.near,2023-01-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
symonov.near,2022-10-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
amichael.near,2022-12-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
baefad17519ecfe756a048cdd79d6d3aa99da44edf88dda978e3d5767b37c849,2023-03-02 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
p1p0.near,2023-03-07 00:00:00.000,3,1-10 SWAPS,YES,3,-0.3277412159,0.0,NO STAKE,YES,DEFI MASTER
01c70f7c79d7c7040745b16934ae9de0243ccc47a25bcbfd6c931d1c22027604,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
soshimi.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mhiftach71.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ismeleu.near,2023-02-25 00:00:00.000,1,1-10 SWAPS,YES,2,-0.008348286831,0.0,NO STAKE,YES,DEFI MASTER
roton76.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
deepak8.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
sigs.near,2023-01-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,3,2.3,2.3,0-100 STAKED,YES,ONLY STAKED
lundrengyr.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
e81f12cf7a8c66f5ebef48dd0592e827602bc66d4948546ef8cfebc361dec81f,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
man89.near,2022-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rjsohan.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dilsan12.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
saifulrhmn.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
268481a5ba7029e0942ca1b7107b486c81e8ebbb2eabe9447e5631804d697887,2023-03-13 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
vipinsonkerit.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
shikhar22.near,2023-03-04 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
edem.near,2022-12-24 00:00:00.000,7,1-10 SWAPS,YES,11,114.505188332,114.505188332,+100 STAKED,YES,DEFI MASTER
azymohliad.near,2022-12-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.5271887426,0.0,NO STAKE,YES,ONLY STAKED
hanifzie.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
082082480294fb717967ffc69b55501b2576a4b53328a366f330e3c861f2fdce,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
andre_near.near,2023-02-20 00:00:00.000,3,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
dev368.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lamis4real.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bsjsksnms1.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
newss.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.0148268853,0.0,NO STAKE,NO,ONLY STAKED
ramaphan.near,2023-03-05 00:00:00.000,83,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
khadich.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
6fb115f7a2affcf8352e3c47b8d5d87b984f364f5e8f34d9d0f80b728ace101e,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
59af171b5ece8733d258663fe2cc9d6bc263bb3692889e1738528c0168520c61,2023-02-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ilyatorgovnikov.near,2023-01-28 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
f01ea686ce01944c18ae8b1e436a40d99f5ea5cf342c4760c41e42f2d3c0c80d,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
msmolly.near,2023-02-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
beenz.near,2022-11-02 00:00:00.000,34,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
3d0db9c5ac0ac77a5a1c2517d5f4eca185516fe36561cb97aade8a18a770e5cb,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
abdulhadi38.near,2023-03-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
justigilb.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jonybd.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
capitalboy89.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
19b59703564f29ad0a438aa933dd024e6b9a9f1b084be73d8a6670b6a0d58fe1,2023-03-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
joevee20.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vaultpavel.near,2022-10-11 00:00:00.000,43,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
3c195d3309d1886a5babc67c61c2e7c4cde3fd00cbf552579f699b238999ebec,2023-03-07 00:00:00.000,1,1-10 SWAPS,YES,2,-0.01042469273,0.0,NO STAKE,YES,DEFI MASTER
dantezy.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
0945fa74d6ab9ff7bb8365d824979235e51797877e04a6d053b822b2c9cfc67b,2023-01-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
iotha.near,2023-01-25 00:00:00.000,3,1-10 SWAPS,YES,2,-2.7545391,0.0,NO STAKE,YES,DEFI MASTER
yoshiwo.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,1.0,1.0,0-100 STAKED,YES,ONLY STAKED
patrycja.near,2023-01-31 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.08282739487,0.0,NO STAKE,YES,ONLY STAKED
321b0857fa850fa73fea24961e061270eb53808c46a57e305a798fcdf2733b7f,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kingacrypto.near,2022-12-20 00:00:00.000,111,+50 SWAPS,YES,2,-0.003020057712,0.0,NO STAKE,YES,DEFI MASTER
pay_candra.near,2023-03-06 00:00:00.000,1,1-10 SWAPS,YES,1,2e-06,2e-06,0-100 STAKED,YES,DEFI MASTER
zxebond1995.near,2023-02-07 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
nguyenanhtuanlc.near,2022-12-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lui1908.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
castmm.near,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
gorillashops.near,2023-01-26 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
n68.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hugies.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rupa00.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
honghungbm.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ee9b956031cae20556534a0a68b58e577c52447286ec0e6a9274911e92255107,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
2ski.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
vandal.near,2022-03-14 00:00:00.000,367,+50 SWAPS,YES,15,-45.34156575,0.0,NO STAKE,YES,DEFI MASTER
vitalier.near,2023-02-27 00:00:00.000,29,11-50 SWAPS,YES,9,-0.01780685065,0.0,NO STAKE,YES,DEFI MASTER
vetted.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,8,501.793823183,501.793823183,+100 STAKED,YES,ONLY STAKED
9294dbbfef2e14575d5de8a4735a49ff2a4b0a8f487bf2f2216c3ef09b133200,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
joshua.near,2022-02-23 00:00:00.000,8,1-10 SWAPS,YES,7,-199.598793947,0.0,NO STAKE,YES,DEFI MASTER
